Instrument,Date,Revenue,Gross Profit,EBIT,EBITDA,Total Assets,Total Liabilities,Enterprise Value (Daily Time Series),Free Cash Flow,P/E (Daily Time Series Ratio),Dividend yield,"Net Profit Margin, (%)",Current Ratio,Quick Ratio,Debt - Total,"Weighted Average Cost of Capital, (%)",Common Shares - Outstanding - Total
MSCI.K,2018-12-31T00:00:00Z,1124071377.92,898835218.12,538445604.24,605494780.04,2655747813.76,2786259130.48,16480283696.8063,284016185.48,32.896774379,1.02094701637036,34.63672,1.77389,1.77389,2018884507.76,8.29046170653223,84174138.0
MSCI.K,2018-12-31T00:00:00Z,1124071377.92,898835218.12,538445604.24,605494780.04,2655747813.76,2786259130.48,17453826630.7161,284016185.48,37.177678758,1.02937261513888,34.63672,1.77389,1.77389,2018884507.76,8.3676775669961,84174138.0
MSCI.K,2018-12-31T00:00:00Z,1124071377.92,898835218.12,538445604.24,605494780.04,2655747813.76,2786259130.48,14201660551.6878,284016185.48,35.709667687,1.36254184530452,34.63672,1.77389,1.77389,2018884507.76,8.4599396858534,84174138.0
MSCI.K,2017-12-31T00:00:00Z,942989213.76,740443379.28,429076181.6,488272960.56,2424256373.44,2127475412.48,11095744086.1978,184964494.0,29.91400965,1.54275834552467,26.56407,2.08522,2.08522,1537955067.44,8.52616400552371,90104885.0
MSCI.K,2017-12-31T00:00:00Z,942989213.76,740443379.28,429076181.6,488272960.56,2424256373.44,2127475412.48,13022745862.6843,184964494.0,39.423393154,0.914615801191407,26.56407,2.08522,2.08522,1537955067.44,7.07538634044266,90104885.0
MSCI.K,2017-12-31T00:00:00Z,942989213.76,740443379.28,429076181.6,488272960.56,2424256373.44,2127475412.48,12081613471.5407,184964494.0,40.244341514,,26.56407,2.08522,2.08522,1537955067.44,6.9699872929976,90104885.0
VRSK.O,2022-12-31T00:00:00Z,2064145050.0,1382489460.0,1162683225.0,1359921915.0,5754393315.0,4293124110.0,27823351663.6431,670247820.0,48.4809876797419,0.700633661326052,41.71806,0.39889,0.39889,3088447065.0,6.9416639034318,154701136.0
VRSK.O,2022-12-31T00:00:00Z,2064145050.0,1382489460.0,1162683225.0,1359921915.0,5754393315.0,4293124110.0,25440328108.4405,670247820.0,29.9679639872106,0.68210572638759,41.71806,0.39889,0.39889,3088447065.0,7.0506986831408,154701136.0
VRSK.O,2021-12-31T00:00:00Z,1820156875.0,1189144520.0,673661310.0,858596640.0,5771357115.0,3670323240.0,25412512342.2043,296177405.0,29.5970956528742,0.678225674123503,24.64975,0.48969,0.48969,2449617015.0,7.31329404301469,161651639.0
VRSK.O,2021-12-31T00:00:00Z,1820156875.0,1189144520.0,673661310.0,858596640.0,5771357115.0,3670323240.0,26669316691.4276,296177405.0,28.4177829030033,0.651773981603154,24.64975,0.48969,0.48969,2449617015.0,7.9522051067097,161651639.0
VRSK.O,2021-12-31T00:00:00Z,1820156875.0,1189144520.0,673661310.0,858596640.0,5771357115.0,3670323240.0,25175686956.7986,296177405.0,30.3511715948525,0.607694192599853,24.64975,0.48969,0.48969,2449617015.0,7.61513905590714,161651639.0
VRSK.O,2021-12-31T00:00:00Z,1820156875.0,1189144520.0,673661310.0,858596640.0,5771357115.0,3670323240.0,28293501440.9441,296177405.0,57.759119471,0.591444450109621,24.64975,0.48969,0.48969,2449617015.0,7.05343062640638,161651639.0
VRSK.O,2020-12-31T00:00:00Z,1659771078.0,1080745449.0,699409131.0,869525793.0,5530473666.0,3557091132.0,29336450539.6668,339209406.0,58.335501181,0.55167166024635,28.80938,0.55507,0.55507,2350550043.0,1.54742238366395,162817526.0
VRSK.O,2020-12-31T00:00:00Z,1659771078.0,1080745449.0,699409131.0,869525793.0,5530473666.0,3557091132.0,26106355822.0231,339209406.0,52.660641646,0.61071917447615,28.80938,0.55507,0.55507,2350550043.0,6.00413489784978,162817526.0
VRSK.O,2020-12-31T00:00:00Z,1659771078.0,1080745449.0,699409131.0,869525793.0,5530473666.0,3557091132.0,22498850236.0201,339209406.0,44.315034444,0.616365568544102,28.80938,0.55507,0.55507,2350550043.0,5.78426890992796,162817526.0
VRSK.O,2020-12-31T00:00:00Z,1659771078.0,1080745449.0,699409131.0,869525793.0,5530473666.0,3557091132.0,22992986514.3268,339209406.0,44.692949396,0.588555858310627,28.80938,0.55507,0.55507,2350550043.0,5.61488228819627,162817526.0
VRSK.O,2019-12-31T00:00:00Z,1966274820.0,1229572260.0,555392880.0,789571980.0,5321031840.0,3615936480.0,26833611287.102,286671420.0,51.426179069,0.606843850087093,17.25672,0.49933,0.49933,2376484200.0,5.20661321142116,163161564.0
VRSK.O,2019-12-31T00:00:00Z,1966274820.0,1229572260.0,555392880.0,789571980.0,5321031840.0,3615936480.0,25544767332.3163,286671420.0,59.53084643,0.572306714005617,17.25672,0.49933,0.49933,2376484200.0,4.51574982958698,163161564.0
VRSK.O,2019-12-31T00:00:00Z,1966274820.0,1229572260.0,555392880.0,789571980.0,5321031840.0,3615936480.0,24605715978.2731,286671420.0,58.070899724,0.706667539095727,17.25672,0.49933,0.49933,2376484200.0,7.00020452797975,163161564.0
VRSK.O,2019-12-31T00:00:00Z,1966274820.0,1229572260.0,555392880.0,789571980.0,5321031840.0,3615936480.0,20627560967.8175,286671420.0,51.587257525,0.615498245829999,17.25672,0.49933,0.49933,2376484200.0,5.4367363845948,163161564.0
VRSK.O,2018-12-31T00:00:00Z,1877470988.0,1182796532.0,653834308.0,885941176.0,4625127164.0,3002025236.0,20173377777.2846,521123424.0,53.60180898,0.691085003455425,25.03862,0.48656,0.48656,2134740404.0,5.50283958448593,163970410.0
VRSK.O,2018-12-31T00:00:00Z,1877470988.0,1182796532.0,653834308.0,885941176.0,4625127164.0,3002025236.0,22977542849.7403,521123424.0,44.225686919,0.659108884787767,25.03862,0.48656,0.48656,2134740404.0,5.83920190256458,163970410.0
VRSK.O,2018-12-31T00:00:00Z,1877470988.0,1182796532.0,653834308.0,885941176.0,4625127164.0,3002025236.0,20810613493.4103,521123424.0,40.86860434,0.708516366728072,25.03862,0.48656,0.48656,2134740404.0,6.30100269374104,163970410.0
VRSK.O,2018-12-31T00:00:00Z,1877470988.0,1182796532.0,653834308.0,885941176.0,4625127164.0,3002025236.0,18671506728.0192,521123424.0,37.320657405,0.75187969924812,25.03862,0.48656,0.48656,2134740404.0,6.59737280396717,163970410.0
VRSK.O,2017-12-31T00:00:00Z,1587619616.0,1007544912.0,592952096.0,768647088.0,4455503624.0,3030553592.0,15980005363.2968,384767592.0,32.353778959,,21.72292,0.44677,0.44677,2226752704.0,6.80674726217547,164878930.0
VRSK.O,2017-12-31T00:00:00Z,1587619616.0,1007544912.0,592952096.0,768647088.0,4455503624.0,3030553592.0,17271240013.0091,384767592.0,38.862525629,,21.72292,0.44677,0.44677,2226752704.0,5.95757520313926,164878930.0
VRSK.O,2017-12-31T00:00:00Z,1587619616.0,1007544912.0,592952096.0,768647088.0,4455503624.0,3030553592.0,15459064228.0614,384767592.0,36.980922049,,21.72292,0.44677,0.44677,2226752704.0,6.162737750309,164878930.0
FDS,2022-08-31T00:00:00Z,1586558432.48,1056522229.84,493638730.2,568238878.2,3454068594.2,2308471894.68,13020679547.1639,263748091.88,34.8544663999986,0.864728314994292,21.52604,1.98579,1.98579,1705756906.56,6.80324822070658,38044756.0
FDS,2022-08-31T00:00:00Z,1586558432.48,1056522229.84,493638730.2,568238878.2,3454068594.2,2308471894.68,14023642989.3403,263748091.88,37.8890083629838,0.841726958906701,21.52604,1.98579,1.98579,1705756906.56,7.05402229887323,38044756.0
FDS,2022-08-31T00:00:00Z,1586558432.48,1056522229.84,493638730.2,568238878.2,3454068594.2,2308471894.68,13881890391.3556,263748091.88,39.23488023,0.836682413217702,21.52604,1.98579,1.98579,1705756906.56,7.39973770428606,38044756.0
FDS,2022-08-31T00:00:00Z,1586558432.48,1056522229.84,493638730.2,568238878.2,3454068594.2,2308471894.68,15000609420.1492,263748091.88,39.289873659,0.828523552411097,21.52604,1.98579,1.98579,1705756906.56,7.77403015293133,38044756.0
FDS,2021-08-31T00:00:00Z,1157076001.7,767153723.7,358572904.92,403577918.92,1617664876.4,878715264.22,11804963683.1274,205203960.28,35.396185639,0.882301915784778,25.10863,2.95712,2.95712,417721417.1,7.25539952717441,37615419.0
FDS,2021-08-31T00:00:00Z,1157076001.7,767153723.7,358572904.92,403577918.92,1617664876.4,878715264.22,12425548568.3189,205203960.28,41.226530837,0.777453838678329,25.10863,2.95712,2.95712,417721417.1,6.82951766017586,37615419.0
FDS,2021-08-31T00:00:00Z,1157076001.7,767153723.7,358572904.92,403577918.92,1617664876.4,878715264.22,13472105090.9778,205203960.28,46.910532066,0.738921804951677,25.10863,2.95712,2.95712,417721417.1,1.52457616671581,37615419.0
FDS,2021-08-31T00:00:00Z,1157076001.7,767153723.7,358572904.92,403577918.92,1617664876.4,878715264.22,10994975338.1565,205203960.28,39.394483695,0.918047469771608,25.10863,2.95712,2.95712,417721417.1,6.1424379157408,37615419.0
FDS,2020-08-31T00:00:00Z,1117595028.0,764953420.0,353632708.0,396717508.0,1558374224.0,887885724.0,9136563367.82448,181357836.0,33.441813377,0.91606686098388,24.96053,3.04724,3.04724,429616792.0,6.04889997209266,38030252.0
FDS,2020-08-31T00:00:00Z,1117595028.0,764953420.0,353632708.0,396717508.0,1558374224.0,887885724.0,8475198801.39354,181357836.0,31.385587385,1.01872064563075,24.96053,3.04724,3.04724,429616792.0,5.77054054586595,38030252.0
FDS,2020-08-31T00:00:00Z,1117595028.0,764953420.0,353632708.0,396717508.0,1558374224.0,887885724.0,9213118705.5876,181357836.0,34.449461345,1.00489396411093,24.96053,3.04724,3.04724,429616792.0,5.31095940378435,38030252.0
FDS,2020-08-31T00:00:00Z,1117595028.0,764953420.0,353632708.0,396717508.0,1558374224.0,887885724.0,9923504059.61297,181357836.0,34.499526105,0.889402252382327,24.96053,3.04724,3.04724,429616792.0,5.3266101900875,38030252.0
FDS,2019-08-31T00:00:00Z,1180777146.64,634999929.2,365540084.0,415309804.0,1283425343.2,730400667.36,10232006842.7852,206044995.52,34.785601576,1.04727272727273,24.34178,2.66675,2.66675,472338499.36,7.69841919595202,38117840.0
FDS,2019-08-31T00:00:00Z,1180777146.64,634999929.2,365540084.0,415309804.0,1283425343.2,730400667.36,8120729717.44613,206044995.52,28.004512005,1.00660585089651,24.34178,2.66675,2.66675,472338499.36,6.67743941390127,38117840.0
FDS,2019-08-31T00:00:00Z,1180777146.64,634999929.2,365540084.0,415309804.0,1283425343.2,730400667.36,7812629436.97008,206044995.52,29.856326859,1.13600504891133,24.34178,2.66675,2.66675,472338499.36,7.06189624760975,38117840.0
FDS,2019-08-31T00:00:00Z,1180777146.64,634999929.2,365540084.0,415309804.0,1283425343.2,730400667.36,7747115762.28072,206044995.52,28.868122924,1.03858636855391,24.34178,2.66675,2.66675,472338499.36,7.56461455461052,38117840.0
FDS,2018-08-31T00:00:00Z,1041704374.75,533024545.95,299220977.9,343430792.9,1095174332.85,689416187.85,8896342988.88059,175108673.35,35.99172552,0.927973320767028,21.67064,1.94866,1.94866,443467651.25,7.95838835644044,38192586.0
FDS,2018-08-31T00:00:00Z,1041704374.75,533024545.95,299220977.9,343430792.9,1095174332.85,689416187.85,7574844002.89535,175108673.35,31.960401903,1.17092805195993,21.67064,1.94866,1.94866,443467651.25,8.66161026693869,38192586.0
FDS,2018-08-31T00:00:00Z,1041704374.75,533024545.95,299220977.9,343430792.9,1095174332.85,689416187.85,6231008511.30907,175108673.35,26.939385373,1.14408294601359,21.67064,1.94866,1.94866,443467651.25,8.82342352961643,38192586.0
FDS,2018-08-31T00:00:00Z,1041704374.75,533024545.95,299220977.9,343430792.9,1095174332.85,689416187.85,6840950536.72389,175108673.35,31.204536103,1.27135478744537,21.67064,1.94866,1.94866,443467651.25,7.69779996444032,38192586.0
FDS,2017-08-31T00:00:00Z,944533109.34,506306142.54,275378831.1,312427565.1,1093142619.9,660244019.04,5987946248.61027,145719090.54,28.645629987,,21.14833,2.03529,2.03529,444739500.0,7.99280560588905,39023032.0
ICE,2022-12-31T00:00:00Z,7965599400.0,6027931800.0,3084231150.0,3936507300.0,160649507700.0,141834127050.0,62505815006.9372,987020100.0,43.932989370299,1.54227485541173,15.00623,1.05213,1.05213,14980551300.0,6.76085584138099,559000000.0
ICE,2022-12-31T00:00:00Z,7965599400.0,6027931800.0,3084231150.0,3936507300.0,160649507700.0,141834127050.0,60610080553.5877,987020100.0,40.5600388915897,1.41329614132961,15.00623,1.05213,1.05213,14980551300.0,6.9243032597101,559000000.0
ICE,2021-12-31T00:00:00Z,6776527200.0,5281965900.0,2624721650.0,3370524000.0,143027003300.0,126212819100.0,61403405935.7132,2867162850.0,22.715396606,1.59045725646123,44.26265,1.00579,1.00579,10287489700.0,7.13497402248047,561000000.0
ICE,2021-12-31T00:00:00Z,6776527200.0,5281965900.0,2624721650.0,3370524000.0,143027003300.0,126212819100.0,60740950965.3977,2867162850.0,15.116329651,1.49034219041082,44.26265,1.00579,1.00579,10287489700.0,7.54940484819172,561000000.0
ICE,2021-12-31T00:00:00Z,6776527200.0,5281965900.0,2624721650.0,3370524000.0,143027003300.0,126212819100.0,54271659954.878,2867162850.0,13.057774124,1.31249460322943,44.26265,1.00579,1.00579,10287489700.0,7.58800619974502,561000000.0
ICE,2021-12-31T00:00:00Z,6776527200.0,5281965900.0,2624721650.0,3370524000.0,143027003300.0,126212819100.0,66545891451.5002,2867162850.0,18.400319763,1.04216011369019,44.26265,1.00579,1.00579,10287489700.0,6.4796808978258,561000000.0
ICE,2020-12-31T00:00:00Z,6029414280.0,4414549320.0,2295039060.0,2844297930.0,92298894000.0,78012312420.0,67102853926.3133,1301838600.0,25.279652809,0.953343926043623,25.33964,0.99114,0.99114,12094665690.0,1.58930104968229,561000000.0
ICE,2020-12-31T00:00:00Z,6029414280.0,4414549320.0,2295039060.0,2844297930.0,92298894000.0,78012312420.0,58371028360.9916,1301838600.0,22.965331989,1.10156054410415,25.33964,0.99114,0.99114,12094665690.0,6.00357915592654,561000000.0
ICE,2020-12-31T00:00:00Z,6029414280.0,4414549320.0,2295039060.0,2844297930.0,92298894000.0,78012312420.0,59708533415.6016,1301838600.0,31.768377217,1.12140005097273,25.33964,0.99114,0.99114,12094665690.0,6.05016283656603,561000000.0
ICE,2020-12-31T00:00:00Z,6029414280.0,4414549320.0,2295039060.0,2844297930.0,92298894000.0,78012312420.0,57280250738.3464,1301838600.0,29.668750315,1.08744902582691,25.33964,0.99114,0.99114,12094665690.0,5.13346178271606,561000000.0
ICE,2019-12-31T00:00:00Z,4937747400.0,3923348400.0,2017485000.0,2493385200.0,71266620600.0,58229519400.0,59648640080.2536,1255743000.0,31.771183545,1.27118644067797,29.52497,0.98784,0.98784,5897089800.0,4.32467853365799,554000000.0
ICE,2019-12-31T00:00:00Z,4937747400.0,3923348400.0,2017485000.0,2493385200.0,71266620600.0,58229519400.0,49408957649.4767,1255743000.0,25.915862165,1.23992560446373,29.52497,0.98784,0.98784,5897089800.0,4.29416491843217,554000000.0
ICE,2019-12-31T00:00:00Z,4937747400.0,3923348400.0,2017485000.0,2493385200.0,71266620600.0,58229519400.0,46768899594.4616,1255743000.0,24.479869583,1.34153158188932,29.52497,0.98784,0.98784,5897089800.0,8.01691270415162,554000000.0
ICE,2019-12-31T00:00:00Z,4937747400.0,3923348400.0,2017485000.0,2493385200.0,71266620600.0,58229519400.0,41415439732.5841,1255743000.0,23.612491959,1.102867455384,29.52497,0.98784,0.98784,5897089800.0,4.17947902050687,554000000.0
ICE,2018-12-31T00:00:00Z,4919630880.0,3902938520.0,2054549480.0,2510767640.0,72737009080.0,59229972800.0,44348786855.7083,1376493280.0,25.219564169,1.16624257845632,31.50096,1.00883,1.00883,5832851080.0,4.23677870085545,569000000.0
ICE,2018-12-31T00:00:00Z,4919630880.0,3902938520.0,2054549480.0,2510767640.0,72737009080.0,59229972800.0,47833149706.2662,1376493280.0,26.173658979,1.25199180514455,31.50096,1.00883,1.00883,5832851080.0,4.56390427722488,569000000.0
ICE,2018-12-31T00:00:00Z,4919630880.0,3902938520.0,2054549480.0,2510767640.0,72737009080.0,59229972800.0,43644413256.8155,1376493280.0,24.734422983,1.35218192993239,31.50096,1.00883,1.00883,5832851080.0,4.71097820741248,569000000.0
ICE,2018-12-31T00:00:00Z,4919630880.0,3902938520.0,2054549480.0,2510767640.0,72737009080.0,59229972800.0,38287232273.0765,1376493280.0,22.281399977,1.25065138092757,31.50096,1.00883,1.00883,5832851080.0,5.02774522336403,569000000.0
ICE,2017-12-31T00:00:00Z,4324287440.0,3432491040.0,1791733680.0,2183236000.0,57921621120.0,45351362320.0,39272199402.7677,1099758880.0,23.811104262,1.24610591900311,30.15574,0.98868,0.98868,4514488000.0,5.69768725118453,583000000.0
ICE,2017-12-31T00:00:00Z,4324287440.0,3432491040.0,1791733680.0,2183236000.0,57921621120.0,45351362320.0,37890560161.8271,1099758880.0,24.968659981,1.29887701258287,30.15574,0.98868,0.98868,4514488000.0,5.93297886423311,583000000.0
ICE,2017-12-31T00:00:00Z,4324287440.0,3432491040.0,1791733680.0,2183236000.0,57921621120.0,45351362320.0,37100741236.382,1099758880.0,25.184647466,,30.15574,0.98868,0.98868,4514488000.0,5.8956823483878,583000000.0
NDAQ.O,2022-12-31T00:00:00Z,5146722900.0,2961060300.0,1409438250.0,1622713950.0,17250532200.0,12155061600.0,22839669333.5417,699345900.0,21.6185507548062,1.58930828968756,18.06939,0.97385,0.97385,4463083350.0,6.9499267519008,491592491.0
NDAQ.O,2022-12-31T00:00:00Z,5146722900.0,2961060300.0,1409438250.0,1622713950.0,17250532200.0,12155061600.0,25510975316.693,699345900.0,24.1740068626411,1.32912443927563,18.06939,0.97385,0.97385,4463083350.0,7.40040173801351,491592491.0
NDAQ.O,2022-12-31T00:00:00Z,5146722900.0,2961060300.0,1409438250.0,1622713950.0,17250532200.0,12155061600.0,29007974257.3007,699345900.0,26.845608216,1.2853470437018,18.06939,0.97385,0.97385,4463083350.0,7.72251461719686,491592491.0
NDAQ.O,2021-12-31T00:00:00Z,4350636900.0,2527893000.0,1148639100.0,1354122800.0,14868002250.0,10133746500.0,29527598389.7479,703670800.0,25.112425511,0.442233278054174,20.1665,0.94296,0.94296,4309244500.0,8.07059529398814,500043905.43905
NDAQ.O,2021-12-31T00:00:00Z,4350636900.0,2527893000.0,1148639100.0,1354122800.0,14868002250.0,10133746500.0,24900306758.4857,703670800.0,21.900030933,1.5250683103514,20.1665,0.94296,0.94296,4309244500.0,7.99638048845706,500043905.43905
NDAQ.O,2021-12-31T00:00:00Z,4350636900.0,2527893000.0,1148639100.0,1354122800.0,14868002250.0,10133746500.0,26298035046.9973,703670800.0,25.274204372,1.20528988337704,20.1665,0.94296,0.94296,4309244500.0,6.81182491904503,500043905.43905
NDAQ.O,2021-12-31T00:00:00Z,4350636900.0,2527893000.0,1148639100.0,1354122800.0,14868002250.0,10133746500.0,29985314820.5575,703670800.0,30.570979593,1.02920855767856,20.1665,0.94296,0.94296,4309244500.0,1.59718539550011,500043905.43905
NDAQ.O,2020-12-31T00:00:00Z,4115418990.0,2123167110.0,988080870.0,1135817610.0,13149301230.0,8442203910.0,27732089694.4305,458568990.0,28.580918935,1.15675038826113,16.58077,1.55565,1.55565,4135897350.0,6.53160903100768,494805982.05982
NDAQ.O,2020-12-31T00:00:00Z,4115418990.0,2123167110.0,988080870.0,1135817610.0,13149301230.0,8442203910.0,24409114675.3793,458568990.0,28.558311354,1.33713012257026,16.58077,1.55565,1.55565,4135897350.0,6.7024798479682,494805982.05982
NDAQ.O,2020-12-31T00:00:00Z,4115418990.0,2123167110.0,988080870.0,1135817610.0,13149301230.0,8442203910.0,19466677361.0095,458568990.0,26.381251606,1.44895394396392,16.58077,1.55565,1.55565,4135897350.0,5.68986009166892,494805982.05982
NDAQ.O,2020-12-31T00:00:00Z,4115418990.0,2123167110.0,988080870.0,1135817610.0,13149301230.0,8442203910.0,17982450627.1767,458568990.0,24.304253388,1.61996859244566,16.58077,1.55565,1.55565,4135897350.0,5.07693052779719,494805982.05982
NDAQ.O,2019-12-31T00:00:00Z,3214400400.0,1911897000.0,827357400.0,970655400.0,10501480800.0,6248547000.0,17593718640.5174,401234400.0,25.653060829,1.49265097860026,18.16049,1.0149,1.0149,2917245600.0,5.29835927884841,495288272.88273
NDAQ.O,2019-12-31T00:00:00Z,3214400400.0,1911897000.0,827357400.0,970655400.0,10501480800.0,6248547000.0,18126079625.7502,401234400.0,27.314019061,1.78717972098113,18.16049,1.0149,1.0149,2917245600.0,7.76645152050597,495288272.88273
NDAQ.O,2019-12-31T00:00:00Z,3214400400.0,1911897000.0,827357400.0,970655400.0,10501480800.0,6248547000.0,14842809875.1672,401234400.0,20.483030035,1.6142881676112,18.16049,1.0149,1.0149,2917245600.0,5.38256183596631,495288272.88273
NDAQ.O,2019-12-31T00:00:00Z,3214400400.0,1911897000.0,827357400.0,970655400.0,10501480800.0,6248547000.0,15482446470.6633,401234400.0,21.823495003,1.88433396812669,18.16049,1.0149,1.0149,2917245600.0,5.19609654282383,495288272.88273
NDAQ.O,2018-12-31T00:00:00Z,3352654760.0,1980080880.0,822290120.0,986904920.0,12306916000.0,8035553880.0,15674100926.8399,444459960.0,20.030383441,1.95081456884923,17.48889,0.96956,0.96956,3783788760.0,5.2899614532352,495500267.00267
NDAQ.O,2018-12-31T00:00:00Z,3352654760.0,1980080880.0,822290120.0,986904920.0,12306916000.0,8035553880.0,14819902820.2033,444459960.0,19.682586272,2.03904555314534,17.48889,0.96956,0.96956,3783788760.0,5.30465805224191,495500267.00267
NDAQ.O,2018-12-31T00:00:00Z,3352654760.0,1980080880.0,822290120.0,986904920.0,12306916000.0,8035553880.0,13422068772.3158,444459960.0,19.510620021,1.99909132212631,17.48889,0.96956,0.96956,3783788760.0,5.47661664209267,495500267.00267
NDAQ.O,2018-12-31T00:00:00Z,3352654760.0,1980080880.0,822290120.0,986904920.0,12306916000.0,8035553880.0,13112724737.9296,444459960.0,20.805415083,2.02975435359243,17.48889,0.96956,0.96956,3783788760.0,5.91286714977758,495500267.00267
NDAQ.O,2017-12-31T00:00:00Z,2921835840.0,1784332880.0,773383600.0,912518640.0,11363188320.0,7011517920.0,13299728095.1026,326375280.0,21.611143654,1.92560175054705,16.21074,1.05273,1.05273,3113516560.0,5.79892161867376,502328113.28113
NDAQ.O,2017-12-31T00:00:00Z,2921835840.0,1784332880.0,773383600.0,912518640.0,11363188320.0,7011517920.0,14177983205.1939,326375280.0,23.590356228,,16.21074,1.05273,1.05273,3113516560.0,5.82265598178792,502328113.28113
EEFT.O,2022-12-31T00:00:00Z,2776503247.65,1108218563.1,318540484.35,430852459.95,4466913219.45,3438224999.55,4547123754.20758,210482449.65,25.6282043443704,,6.8774,1.58308,1.58308,1332760675.95,7.9884710723395,49821742.0
EEFT.O,2022-12-31T00:00:00Z,2776503247.65,1108218563.1,318540484.35,430852459.95,4466913219.45,3438224999.55,4498750584.66752,210482449.65,25.6609000348566,,6.8774,1.58308,1.58308,1332760675.95,8.25551142345528,49821742.0
EEFT.O,2021-12-31T00:00:00Z,2214081693.45,809499340.4,164571747.5,264914316.6,3506731605.4,2578711040.8,3969443607.92308,78632255.3,31.283145948,,2.36115,1.78579,1.78579,1053327924.95,8.4060118261171,51147884.0
EEFT.O,2021-12-31T00:00:00Z,2214081693.45,809499340.4,164571747.5,264914316.6,3506731605.4,2578711040.8,3532769023.70371,78632255.3,29.869576874,,2.36115,1.78579,1.78579,1053327924.95,9.36452733342635,51147884.0
EEFT.O,2021-12-31T00:00:00Z,2214081693.45,809499340.4,164571747.5,264914316.6,3506731605.4,2578711040.8,4287512008.14,78632255.3,61.634141111,,2.36115,1.78579,1.78579,1053327924.95,9.85509182468282,51147884.0
EEFT.O,2021-12-31T00:00:00Z,2214081693.45,809499340.4,164571747.5,264914316.6,3506731605.4,2578711040.8,4783686552.2783,78632255.3,99.549484087,,2.36115,1.78579,1.78579,1053327924.95,9.07557456448919,51147884.0
EEFT.O,2020-12-31T00:00:00Z,1815772299.0,662621951.37,112063436.88,204962785.65,3603248624.07,2545758546.96,4275260793.30163,13397967.03,44.050404575,,-0.13691,1.81409,1.81409,1061190809.31,1.65361300409397,52734049.0
EEFT.O,2020-12-31T00:00:00Z,1815772299.0,662621951.37,112063436.88,204962785.65,3603248624.07,2545758546.96,4711013411.1008,13397967.03,60.901269893,,-0.13691,1.81409,1.81409,1061190809.31,10.4394157455651,52734049.0
EEFT.O,2020-12-31T00:00:00Z,1815772299.0,662621951.37,112063436.88,204962785.65,3603248624.07,2545758546.96,4925625676.92976,13397967.03,,,-0.13691,1.81409,1.81409,1061190809.31,10.2191885301141,52734049.0
EEFT.O,2020-12-31T00:00:00Z,1815772299.0,662621951.37,112063436.88,204962785.65,3603248624.07,2545758546.96,5022274333.85313,13397967.03,,,-0.13691,1.81409,1.81409,1061190809.31,8.7539907180508,52734049.0
EEFT.O,2019-12-31T00:00:00Z,2074132207.8,900232729.2,358391314.8,442668639.6,3512811697.2,2321671960.8,5341664980.7921,221847930.0,6756.177156177,,11.67303,1.78627,1.78627,838074582.0,7.96274534621787,54220854.0
EEFT.O,2019-12-31T00:00:00Z,2074132207.8,900232729.2,358391314.8,442668639.6,3512811697.2,2321671960.8,3558460669.90171,221847930.0,52.860317626,,11.67303,1.78627,1.78627,838074582.0,6.76655087466157,54220854.0
EEFT.O,2019-12-31T00:00:00Z,2074132207.8,900232729.2,358391314.8,442668639.6,3512811697.2,2321671960.8,3893291650.76658,221847930.0,18.475599175,,11.67303,1.78627,1.78627,838074582.0,6.39323643207427,54220854.0
EEFT.O,2019-12-31T00:00:00Z,2074132207.8,900232729.2,358391314.8,442668639.6,3512811697.2,2321671960.8,3322441361.96896,221847930.0,14.849023952,,11.67303,1.78627,1.78627,838074582.0,9.16404424974922,54220854.0
EEFT.O,2018-12-31T00:00:00Z,1988412740.52,821681045.24,286087196.44,369194937.92,2603386981.4,1636986794.44,5938509521.21983,160599766.64,30.331673267,,8.69615,1.51451,1.51451,502824529.28,7.23693339715185,51819998.0
EEFT.O,2018-12-31T00:00:00Z,1988412740.52,821681045.24,286087196.44,369194937.92,2603386981.4,1636986794.44,6136432575.06774,160599766.64,31.604347272,,8.69615,1.51451,1.51451,502824529.28,7.94425749446139,51819998.0
EEFT.O,2018-12-31T00:00:00Z,1988412740.52,821681045.24,286087196.44,369194937.92,2603386981.4,1636986794.44,6543068377.83465,160599766.64,40.051421226,,8.69615,1.51451,1.51451,502824529.28,8.67409629255327,51819998.0
EEFT.O,2018-12-31T00:00:00Z,1988412740.52,821681045.24,286087196.44,369194937.92,2603386981.4,1636986794.44,5366831901.69778,160599766.64,35.046367187,,8.69615,1.51451,1.51451,502824529.28,9.36089164720689,51819998.0
EEFT.O,2017-12-31T00:00:00Z,1666972473.76,663238973.76,222063224.24,292393026.64,2323872662.32,1436162984.08,3949476446.97699,140832043.44,28.806167525,,8.81016,1.34273,1.27477,340749113.76,8.94036056868077,52808158.0
EEFT.O,2017-12-31T00:00:00Z,1666972473.76,663238973.76,222063224.24,292393026.64,2323872662.32,1436162984.08,3804197520.54221,140832043.44,28.974697012,,8.81016,1.34273,1.27477,340749113.76,9.24418175418565,52808158.0
EEFT.O,2017-12-31T00:00:00Z,1666972473.76,663238973.76,222063224.24,292393026.64,2323872662.32,1436162984.08,3063899170.52635,140832043.44,23.452898226,,8.81016,1.34273,1.27477,340749113.76,10.4306815609084,52808158.0
CME.O,2022-12-31T00:00:00Z,5966594370.0,,4310401095.0,4610144385.0,143982342405.0,121763065050.0,53915526345.5561,240968475.0,23.5378855918262,2.36852021316682,36.81454,1.0101,1.0101,2905178760.0,5.32697587260541,358932138.0
