,Instrument_encoded,TRBC_Industry_encoded,Year,Quarter,Month_x,Month_y,Forward EV/EBITDA,Revenue,Gross Profit,EBIT,EBITDA,Total Assets,Total Liabilities,Enterprise Value,Free Cash Flow,PE Ratio,Dividend Yield,Net Profit Margin pct,Current Ratio,Quick Ratio,Total Debt,WACC pct,Outstanding Tot Shares,EV/EBITDA,P/E,Forward P/E,sentiment_numerical,sentiment_score,esg_numerical,esg_classification_score,fls_numerical,fls_classification_score,GDP,Stock traded pct GDP,Inflation pct,Unemployment Rate pct,Government Debt pct GDP,Balance of Trade,Exchange Rate USD,Government Consumption pct GDP
0,-2.1413080294271674,0.1369461309620141,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,16.4852549066907,22.678893403028187,21.864862109670227,21.337804091393284,21.575321816367282,24.179865486023807,23.9059710217453,24.442442655160548,20.63128826991416,3.7321924480573494,1.0282933881569354,169.7981000356,1.0219393328373265,1.04436,22.343587655405845,-0.2916758378902984,19.171625027957734,3.0267940687289294,40.7705876891653,23.4448077366764,-0.8348152918725956,0.9995691048459356,16.0,0.9454721753800186,2.0,0.9249256311815692,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
1,-2.1413080294271674,0.1369461309620141,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,14.9363356620177,22.678893403028187,21.864862109670227,21.337804091393284,21.575321816367282,24.179865486023807,23.9059710217453,24.350900801775484,20.63128826991416,3.6323617837057744,1.0602144934509432,169.7981000356,1.0219393328373265,1.04436,22.343587655405845,-0.2636287411676701,19.171625027957734,2.941416296325142,36.8019913972868,21.153129523245,-0.8348152918725956,0.9995691048459356,16.0,0.9454721753800186,2.0,0.9249256311815692,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
2,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,14.0099463396504,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.93451558251525,20.04513159809683,3.4878168536441994,1.2985526884239507,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.3715225575674397,19.82649900725369,2.8031153943467233,31.7144492581613,27.077795675803,-0.8348152918725956,0.6242482746920963,16.0,0.9128940391041205,2.0,0.9304545912031339,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
3,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,14.0099463396504,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.93451558251525,20.04513159809683,3.4878168536441994,1.2985526884239507,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.3715225575674397,19.82649900725369,2.8031153943467233,31.7144492581613,27.077795675803,-0.8348152918725956,0.6242482746920963,16.0,0.9128940391041205,2.0,0.9304545912031339,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
4,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,14.0099463396504,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.93451558251525,20.04513159809683,3.4878168536441994,1.2985526884239507,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.3715225575674397,19.82649900725369,2.8031153943467233,31.7144492581613,27.077795675803,-0.8348152918725956,0.9978657439753,16.0,0.9660182884170219,2.0,0.9510816490553822,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
5,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,14.0099463396504,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.93451558251525,20.04513159809683,3.4878168536441994,1.2985526884239507,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.3715225575674397,19.82649900725369,2.8031153943467233,31.7144492581613,27.077795675803,-0.8348152918725956,0.9978657439753,16.0,0.9660182884170219,2.0,0.9510816490553822,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
6,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,13.5038346436039,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.90826753638636,20.04513159809683,3.4422346751434265,1.2962817633042865,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.314553399750328,19.82649900725369,2.7614378302065186,30.2567288168594,26.4044393715038,-0.8348152918725956,0.6242482746920963,16.0,0.9128940391041205,2.0,0.9304545912031339,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
7,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,13.5038346436039,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.90826753638636,20.04513159809683,3.4422346751434265,1.2962817633042865,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.314553399750328,19.82649900725369,2.7614378302065186,30.2567288168594,26.4044393715038,-0.8348152918725956,0.6242482746920963,16.0,0.9128940391041205,2.0,0.9304545912031339,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
8,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,13.5038346436039,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.90826753638636,20.04513159809683,3.4422346751434265,1.2962817633042865,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.314553399750328,19.82649900725369,2.7614378302065186,30.2567288168594,26.4044393715038,-0.8348152918725956,0.9978657439753,16.0,0.9660182884170219,2.0,0.9510816490553822,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
9,1.5791035169989749,0.8801797895687911,2.220446049250313e-16,0.38869997730324024,0.4324847396450344,-0.39493519819428957,13.5038346436039,23.513409054770552,22.75632560178117,21.76486894805005,22.23143903468882,23.978648331859514,23.731687506045006,24.90826753638636,20.04513159809683,3.4422346751434265,1.2962817633042865,129.0850456336,0.8989716347026752,0.77082,23.23987491218415,-0.314553399750328,19.82649900725369,2.7614378302065186,30.2567288168594,26.4044393715038,-0.8348152918725956,0.9978657439753,16.0,0.9660182884170219,2.0,0.9510816490553822,2.0780200102544573,1.7485460104859676,1.6662554633416822,-1.0500524498541286,-1.9904931215721136,-1.4566654696547272,0.21243763326109213,-2.3112577533933276
